Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"Women Love Herbs","https://www.notion.so/Women-Love-Herbs-23dc6f799a3381eb8293f13d82a2d6d6",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Intuitive AI.","https://www.notion.so/Intuitive-AI-23dc6f799a33818aaa9bcb38dcd9e128",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Spheria","https://www.notion.so/Spheria-23dc6f799a3381ffa275e37861d38a9f",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Spexi","https://www.notion.so/Spexi-23dc6f799a33816b9b43cb5df605806d",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"ThisFish Inc.","https://www.notion.so/ThisFish-Inc-23dc6f799a338130951df18d4351d61c",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,80
"VodaSafe","https://www.notion.so/VodaSafe-23dc6f799a338144a550fab0fd4a4546",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Properti Edge Solutions","https://www.notion.so/Properti-Edge-Solutions-23dc6f799a3381488ad7d0fe2a41e2ba",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,80
"Djobzy","https://www.notion.so/Djobzy-23dc6f799a3381e4b8aed24935abb9b5",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Plasmatic Technologies Inc.","https://www.notion.so/Plasmatic-Technologies-Inc-23dc6f799a33814c9c60faaeed5a4cc6",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Plantiga Technologies Inc","https://www.notion.so/Plantiga-Technologies-Inc-23dc6f799a3381f196e2cd554411b7c7",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Legible Media Inc.","https://www.notion.so/Legible-Media-Inc-23dc6f799a338191b310c26f6ddda472",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Picovoice","https://www.notion.so/Picovoice-23dc6f799a338133847efbf0e5c3b6fe",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,80
"Cifra","https://www.notion.so/Cifra-23dc6f799a338174a45df6841d03a6c4",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Spring Activator","https://www.notion.so/Spring-Activator-23dc6f799a338194bf5dcbfce4c5e41b",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,80
"UVic Advanced Control and Intelligent Systems (ACIS) Lab","https://www.notion.so/UVic-Advanced-Control-and-Intelligent-Systems-ACIS-Lab-23dc6f799a338106811bcffb2abd4499",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Zymeworks","https://www.notion.so/Zymeworks-23dc6f799a33813d80e1d9a0ce2345a1",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,80
"CoPilot AI","https://www.notion.so/CoPilot-AI-23dc6f799a3381c48070f76878fd1555",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,80
"SkyHive","https://www.notion.so/SkyHive-23dc6f799a338153922bdf1d6b735b2f",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,80
"Inverted AI","https://www.notion.so/Inverted-AI-23dc6f799a33818b90b7d20efdd7fac5",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,80
"Niricson","https://www.notion.so/Niricson-23dc6f799a338119acbeeb4e9fe42ec4",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,80
"MarineLabs","https://www.notion.so/MarineLabs-23dc6f799a33813dab74f97001c15892",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,80
"VRIFY Technology","https://www.notion.so/VRIFY-Technology-23dc6f799a338139849fd286c118c02c",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,80
"EarthDaily Analytics","https://www.notion.so/EarthDaily-Analytics-236c6f799a3381d7a90be8a9cf642aae",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"Adastra Corporation","https://www.notion.so/Adastra-Corporation-236c6f799a33810a89d0e201fb5a9f8a",1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,80
"Kai Analytics International","https://www.notion.so/Kai-Analytics-International-236c6f799a338180b3b3c6c03a8f9b27",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"SFU Computing Science & Creative AI Labs","https://www.notion.so/SFU-Computing-Science-Creative-AI-Labs-1f8c6f799a3381a99538f2ef0484b2a0",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,80
"Planview (Vancouver)","https://www.notion.so/Planview-Vancouver-1f8c6f799a3381e8a551d1572b959831",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"Teck Resources & AltaML Applied AI Lab","https://www.notion.so/Teck-Resources-AltaML-Applied-AI-Lab-1f7c6f799a3381a7a857d822d2990e70",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"IBM Vancouver","https://www.notion.so/IBM-Vancouver-1f7c6f799a338148898fc017d396b11f",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"Cisco Systems (Vancouver)","https://www.notion.so/Cisco-Systems-Vancouver-1f7c6f799a33815897eff79713a73b03",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,80
"Animikii","https://www.notion.so/Animikii-1f1c6f799a33810a90d9e27a8a97a2b0",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,80
"Vancouver Tech Journal","https://www.notion.so/Vancouver-Tech-Journal-1f0c6f799a33814d97d3da38d5f56edb",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,80
"Vanedge Capital","https://www.notion.so/Vanedge-Capital-1f0c6f799a33812a919ddc64fa9df827",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,80
"Launch Academy","https://www.notion.so/Launch-Academy-1f0c6f799a33816eb041d6e6ac5cd621",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,80
"Life Sciences BC (LSBC)","https://www.notion.so/Life-Sciences-BC-LSBC-1f0c6f799a3381fb8860e5972ef35fda",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,80
"Law Society of BC AI Ethics Program","https://www.notion.so/Law-Society-of-BC-AI-Ethics-Program-23fc6f799a3381de8010f35a21a8f4e3",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,87
"Leasey.AI","https://www.notion.so/Leasey-AI-23fc6f799a3381b59314fe3df8ab6f2c",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,87
"Payday","https://www.notion.so/Payday-23dc6f799a3381419873e765870f13ea",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Browse AI","https://www.notion.so/Browse-AI-23dc6f799a338139a460d403a9538e08",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Bell Canada AI Data Centre Kamloops","https://www.notion.so/Bell-Canada-AI-Data-Centre-Kamloops-23dc6f799a33816097e5d41c6d84badb",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,87
"MoogleLabs","https://www.notion.so/MoogleLabs-23dc6f799a338197be38d6a92ea4412b",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"AIEX","https://www.notion.so/AIEX-23dc6f799a3381a9bb63e9e24158ed69",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Nexera Robotics","https://www.notion.so/Nexera-Robotics-23dc6f799a3381afbf3ed640e16fd8f7",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"AbCellera Biologics","https://www.notion.so/AbCellera-Biologics-23dc6f799a3381d08914ffcdc86b1700",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,87
"BC + AI Ecosystem Association","https://www.notion.so/BC-AI-Ecosystem-Association-23dc6f799a33813a87cadb616da00740",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Kindred","https://www.notion.so/Kindred-23dc6f799a3381fba273dd8afaa06e0b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Innovate BC","https://www.notion.so/Innovate-BC-23dc6f799a33813a9d4dd8d40eb0bf50",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"PacifiCan AI Initiative","https://www.notion.so/PacifiCan-AI-Initiative-23dc6f799a338181ab90c9bf9cec8e9c",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"pH7 Technologies","https://www.notion.so/pH7-Technologies-23dc6f799a3381bb96e3d8390bfd4c73",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Lite-1","https://www.notion.so/Lite-1-23dc6f799a33818f96f7f943931eb7a8",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Aqua Intelligent","https://www.notion.so/Aqua-Intelligent-23dc6f799a33813090b1e4812c4b7cd9",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"SmartParent Mobile Health Inc","https://www.notion.so/SmartParent-Mobile-Health-Inc-23dc6f799a3381d2b750fd46603b62e1",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Amphoraxe Life Sciences Inc","https://www.notion.so/Amphoraxe-Life-Sciences-Inc-23dc6f799a3381579dc5ee78f5fd0321",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"HomeCourt/NEX Team","https://www.notion.so/HomeCourt-NEX-Team-23dc6f799a3381f8af32d4cd0226188a",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Ekona Power","https://www.notion.so/Ekona-Power-23dc6f799a3381f1bc21d079942ed916",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Ekohe","https://www.notion.so/Ekohe-23dc6f799a33811a83e1c0c82b9e849d",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Improving","https://www.notion.so/Improving-23dc6f799a338117bcb4c3df7786beac",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"IT Kapital","https://www.notion.so/IT-Kapital-23dc6f799a33812192f5c9c7d6ead3d1",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"ValueLabs","https://www.notion.so/ValueLabs-23dc6f799a3381079e94eb0d7bad78a5",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Denologix","https://www.notion.so/Denologix-23dc6f799a3381b585bcc1c7760e9cde",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Compression.ai","https://www.notion.so/Compression-ai-23dc6f799a3381e383fef975f55614f8",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Growlyn","https://www.notion.so/Growlyn-23dc6f799a338146a4bbf289226a1c22",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Eli Report","https://www.notion.so/Eli-Report-23dc6f799a33819086b1c0f16fd86d82",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Sentient","https://www.notion.so/Sentient-23dc6f799a3381578931f46f8cf77e63",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"DeepND","https://www.notion.so/DeepND-23dc6f799a33817db682c17db865e7aa",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Theory+Practice","https://www.notion.so/Theory-Practice-23dc6f799a33818dbe34c0fde5433f6c",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"FIRMOGRAM","https://www.notion.so/FIRMOGRAM-23dc6f799a3381d39a64c608275ab2b5",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Motion Metrics","https://www.notion.so/Motion-Metrics-23dc6f799a33819eb542c86bd5875c22",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Warranty Life","https://www.notion.so/Warranty-Life-23dc6f799a338187a111d4478a735ead",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Thinkcx","https://www.notion.so/Thinkcx-23dc6f799a33813a9711dfb60aac7eee",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Mintent","https://www.notion.so/Mintent-23dc6f799a33816c8552eaaeebd3073a",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Disrupted Logic","https://www.notion.so/Disrupted-Logic-23dc6f799a3381c6a0f0c9a851d29e42",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Nextwave Software","https://www.notion.so/Nextwave-Software-23dc6f799a33814a85f1e13a5ddb5a31",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Illusense","https://www.notion.so/Illusense-23dc6f799a33813291d8f224a75c315b",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Scopemedia","https://www.notion.so/Scopemedia-23dc6f799a33812fa992d3d1a74f9772",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Wavo","https://www.notion.so/Wavo-23dc6f799a3381a89759ebab8088ef2e",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Ehsai","https://www.notion.so/Ehsai-23dc6f799a3381da85bada25185110a4",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Inp Capital","https://www.notion.so/Inp-Capital-23dc6f799a33815f8c87cef013414d04",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Skylab Technologies","https://www.notion.so/Skylab-Technologies-23dc6f799a3381bb8b97c9890a34148d",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Olive","https://www.notion.so/Olive-23dc6f799a338175abc2c27ff5b33e1c",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Judi.ai","https://www.notion.so/Judi-ai-23dc6f799a3381728cd8c57add383203",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Intellabridge Technology Corporation","https://www.notion.so/Intellabridge-Technology-Corporation-23dc6f799a3381a79330fe6d0095bb50",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Pilot - pilotplans.com","https://www.notion.so/Pilot-pilotplans-com-23dc6f799a3381798f60e712928bccee",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"4AG Robotics","https://www.notion.so/4AG-Robotics-23dc6f799a3381118ef7dfe49820a945",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Finn AI","https://www.notion.so/Finn-AI-23dc6f799a3381feaaa9fefd1df86fd8",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,87
"UnlockLand (Meton.ai product)","https://www.notion.so/UnlockLand-Meton-ai-product-23dc6f799a3381d8aca0c368ef30cc2c",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Bonsai Micro","https://www.notion.so/Bonsai-Micro-23dc6f799a338151ac13f3f183794ab3",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Lumen5","https://www.notion.so/Lumen5-23dc6f799a3381f5abffdb667664844c",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"CRWN.ai","https://www.notion.so/CRWN-ai-23dc6f799a338110acf5df1449e5c2e5",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"TerraSense Analytics","https://www.notion.so/TerraSense-Analytics-23dc6f799a3381ef9b77ef23d973151b",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Pani Energy","https://www.notion.so/Pani-Energy-23dc6f799a338173931ccaf7c2258588",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Levr.ai","https://www.notion.so/Levr-ai-23dc6f799a3381ba83f3c599ff16a137",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Quandri","https://www.notion.so/Quandri-23dc6f799a33819a9ad6dc566b773426",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Apera AI","https://www.notion.so/Apera-AI-23dc6f799a3381029b8bf6f988aae39f",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,87
"Voronoi Health Analytics","https://www.notion.so/Voronoi-Health-Analytics-236c6f799a3381129d5cfad7739366f5",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Zfort Group","https://www.notion.so/Zfort-Group-236c6f799a338191912ff54d701a7494",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"IntLabs","https://www.notion.so/IntLabs-236c6f799a3381b5b8b2fdc7c52f567f",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Responsive AI","https://www.notion.so/Responsive-AI-236c6f799a3381c08941d7c6e2c500c6",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"Silo AI Vancouver","https://www.notion.so/Silo-AI-Vancouver-227c6f799a3381e4bc60ea161cf5430e",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Visier","https://www.notion.so/Visier-227c6f799a338124ba25e73122d22c05",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"AbCellera","https://www.notion.so/AbCellera-227c6f799a3381fea66bdf3fce90b557",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"VIATEC AI Meetups","https://www.notion.so/VIATEC-AI-Meetups-1f8c6f799a33818a808be65be1a09646",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"University of Victoria (UVic) AI Research","https://www.notion.so/University-of-Victoria-UVic-AI-Research-1f8c6f799a3381248fc6f0daabe7d0af",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,87
"1QBit","https://www.notion.so/1QBit-1f1c6f799a3381c7ae29e2dcd342789b",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Terramera","https://www.notion.so/Terramera-1f1c6f799a33818a8d2ff6800062366a",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,87
"Clir Renewables","https://www.notion.so/Clir-Renewables-1f0c6f799a3381249f4dfe642a3b116a",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,87
"First Nations Technology Council (FNTC)","https://www.notion.so/First-Nations-Technology-Council-FNTC-1f0c6f799a338184afeee90530a1f68b",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,87
"Artificial Intelligence Network of BC (AInBC)","https://www.notion.so/Artificial-Intelligence-Network-of-BC-AInBC-1f0c6f799a33816fb270fd4ca2e34fe8",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87
"Aspect Biosystems","https://www.notion.so/Aspect-Biosystems-23fc6f799a3381309a24ef13cd5beb71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Produce8","https://www.notion.so/Produce8-23dc6f799a3381188523f9f329627006",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"RIVAL Technologies","https://www.notion.so/RIVAL-Technologies-23dc6f799a33812488f8d580eccd72ea",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Timezyx","https://www.notion.so/Timezyx-23dc6f799a33811d944afe3ba9ece32a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Open Ocean Robotics","https://www.notion.so/Open-Ocean-Robotics-23dc6f799a3381fcb6e4dfc4347ed3f4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Verdi Technologies","https://www.notion.so/Verdi-Technologies-23dc6f799a3381ddb188c19af7e02abc",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Digital Technology Supercluster","https://www.notion.so/Digital-Technology-Supercluster-23dc6f799a3381b6aa0dcba176a7845a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Vancouver AI","https://www.notion.so/Vancouver-AI-23dc6f799a3381fd8d7fffa0e0e80d73",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Spare","https://www.notion.so/Spare-23dc6f799a3381ee8b58d03c352fda1d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Orca Water","https://www.notion.so/Orca-Water-23dc6f799a33815d9b3ed97573a14b75",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"CereCura Nanotherapeutics","https://www.notion.so/CereCura-Nanotherapeutics-23dc6f799a338166a83bcd73a0ce2ec1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Rockburst Technologies","https://www.notion.so/Rockburst-Technologies-23dc6f799a3381268541d58095fcc84a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Mangrove Lithium","https://www.notion.so/Mangrove-Lithium-23dc6f799a3381ad8e2bff525b18aef4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Quantum Algorithms Institute","https://www.notion.so/Quantum-Algorithms-Institute-23dc6f799a3381dda3a2ddcdada377b4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Iris Automation","https://www.notion.so/Iris-Automation-23dc6f799a338170be61e6d815033f01",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Wizard Labs","https://www.notion.so/Wizard-Labs-23dc6f799a3381949345db96aab72b1d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"deltAlyz Corp","https://www.notion.so/deltAlyz-Corp-23dc6f799a3381378cb4e08a336edbef",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"MistyWest","https://www.notion.so/MistyWest-23dc6f799a33811385c5c4593c2b3ad5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"INTERSOG","https://www.notion.so/INTERSOG-23dc6f799a33817289b6ddc4875d7755",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Proto","https://www.notion.so/Proto-23dc6f799a3381bf85f3c4734b035202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Youneeq","https://www.notion.so/Youneeq-23dc6f799a3381898263effee91956db",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Certn","https://www.notion.so/Certn-23dc6f799a3381d59356fed9bc525c1c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Variational AI","https://www.notion.so/Variational-AI-23dc6f799a3381e0ba8ac5a48fc5b79b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Charli AI","https://www.notion.so/Charli-AI-23dc6f799a33816ca13bcea35e8b96fe",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Novarc Technologies","https://www.notion.so/Novarc-Technologies-236c6f799a3381079520c1fa2a38a6a8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Finger Food Advanced Technology Group","https://www.notion.so/Finger-Food-Advanced-Technology-Group-227c6f799a3381d79d31cc2fd8910412",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Microsoft Research Asia Vancouver","https://www.notion.so/Microsoft-Research-Asia-Vancouver-227c6f799a3381398c6bd68951892879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Absolute Software Vancouver","https://www.notion.so/Absolute-Software-Vancouver-1f8c6f799a338105a6a6e70376f2fb61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"Two Hat Security","https://www.notion.so/Two-Hat-Security-1f1c6f799a33818498d7f4f1e583c8e3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93
"MetaOptima (DermEngine)","https://www.notion.so/MetaOptima-DermEngine-23dc6f799a33810b8702cb15089b5edc",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Sanctuary AI","https://www.notion.so/Sanctuary-AI-23dc6f799a3381c19745c23026f9b5f0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"D-Wave Systems","https://www.notion.so/D-Wave-Systems-1f8c6f799a3381cb926dec8330e0ff04",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Hootsuite","https://www.notion.so/Hootsuite-1f7c6f799a338162ad8edbc2864b7f80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
"Klue","https://www.notion.so/Klue-1f1c6f799a33819098dbd86a03011dc6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100
